"ID VZ","Název VZ","Datum vytvoreni","Datum uzavření smlouvy","Smluvní cena bez dph","Úředni název ""dodavatele","IČO"
T004/16V/00046496,"JN – Permanentky na lanové dráhy a vleky ve sportovním areálu Harrachov",2016-12-07 12:26:10.526,2016-12-14 00:00:00,48200.00,"Sportovní areál Harrachov a.s.",47468149
T004/16V/00044911,"Nákup pneumatik 215/90 R15 99K M+S",2016-11-25 10:43:56.458,2016-12-14 00:00:00,8960.00,"J plus Z servis, s.r.o. Křoví",26901161
T004/16V/00044780,"Nákup textilních výrobků pro děti",2016-11-24 13:50:18.722,2016-12-14 00:00:00,40360.00,"Slezská Harmonia spol.s r.o.",48398047
T004/16V/00040137,"Akční kamery",2016-10-25 10:46:19.72,2016-12-14 00:00:00,28580.00,"Martin Bergl",42478430
T004/16V/00024023,"Údržba sportovních potřeb",2016-06-30 13:12:53.828,2016-12-14 00:00:00,59540.00,"Jaroslav Losert",67348106
T004/16V/00048291,"Plnění z RD 8/46/34/2016/1373 -  Doplňky stravy č.2 pro ASC DUKLA, výzva k plnění č. 426/2016",2016-12-29 13:07:19.359,2016-12-14 00:00:00,11335.53,"NUTREND D.S., a.s.",25853902
T004/16V/00038969,"PS 0014 Malování, nátěry  a  výměna koberců GŠ AČR, Praha 6",2016-10-19 10:06:20.462,2016-12-14 00:00:00,1999876.00,"LEVEL,a.s.",64948960
T004/16V/00044588,"JN - Nákup destilačního přístroje",2016-11-23 14:21:39.524,2016-12-13 00:00:00,14044.00,"AQUAL s.r.o.",25538365
T004/16V/00046226,"AHNM OdP Praha - Havárie hlavního oběhového čerpadla ÚT v technicko provozní budově v objektu Amerika",2016-12-06 07:58:41.298,2016-12-13 00:00:00,14337.29,"Zdeněk Novák - ELEKTRO",11618248
T004/16V/00046255,"PS 0016 - Oprava nátěrů B 006 - Ořechovka",2016-12-06 09:31:48.172,2016-12-13 00:00:00,19994.00,"Roman Topinka",61082325
T004/16V/00047090,"Opravy tiskáren, UPS, plotterů dílčí plnění č. 7",2016-12-12 14:08:08.268,2016-12-13 00:00:00,2479.00,"C SYSTEM CZ a.s.",27675645
T004/16V/00047108,"Spotřební materiál pro tiskárny dílčí plnění č. 37",2016-12-12 14:51:13.398,2016-12-13 00:00:00,47400.00,"C SYSTEM CZ a.s.",27675645
T004/16V/00047107,"Z předlohy: Spotřební materiál pro tiskárny dílčí plnění č. 36",2016-12-12 14:51:09.078,2016-12-13 00:00:00,87049.55,"C SYSTEM CZ a.s.",27675645
T004/16V/00047082,"DP - výzva k plnění RS - Servis a pozáruční opravy kopírovacích strojů ",2016-12-12 13:56:27.963,2016-12-13 00:00:00,28925.62,"Jiří Pytlík",76424286
T004/16V/00046303,"Nákup sbírkových předmětů",2016-12-06 11:07:00.644,2016-12-13 00:00:00,100000.00,"Aeroklub Točná z.s.",199907
T004/16V/00046314,"Nákup sbírkových předmětů",2016-12-06 11:19:48.239,2016-12-13 00:00:00,40500.00,"Jan Lexa",0
T004/16V/00047095,"DP Nákup léčivých přípravků č.4, plnění z RS na r. 2016",2016-12-12 14:20:48.686,2016-12-13 00:00:00,128431.85,"Arlego s.r.o.",27988929
T004/16V/00045656,"RS- na pronájem ledové plochy zimního stadionu v roce 2017.",2016-12-01 09:37:03.541,2016-12-13 00:00:00,65739.00,,
T004/16V/00047164,"Plnění z RSoD č.j.8/46/9/2016-1373 VkP.č. 424/2016 - Servis a opravy vozidel PEUGEOT a FIAT v regionu Praha",2016-12-13 08:06:19.695,2016-12-13 00:00:00,5052.07,"Bohemia Car s.r.o.",61065200
T004/16V/00046575,"12 DP - předání ostatního odpadu jiné oprávněné osobě ",2016-12-08 06:57:34.854,2016-12-13 00:00:00,422.52,"AVE CZ  odpadové hospodářství s.r.o.",49356089
T004/16V/00044844,"JN - Nákup stopek Nielsen - Kellerman Interval 2000 Split / Rate watch",2016-11-25 08:01:12.957,2016-12-13 00:00:00,36000.00,"Mgr. Michal Vabroušek",86627244
T004/16V/00045222,"Nákup sbírkových předmětů",2016-11-29 07:06:16.919,2016-12-13 00:00:00,13500.00,"Ing. Jiřina Soldánová",0
T004/16V/00047065,"Dílčí plnění č. 22 k RS00008317 - Servis, opravy a údržba osobních vozidel VZ 6848/05Praha.",2016-12-12 13:15:31.931,2016-12-13 00:00:00,10136.90,"Pavel ŠKUBNÍK",71650768
T004/16V/00045282,"Materiál pro instruktora STP přesuny na sněhu a ledu.",2016-11-29 09:57:23.492,2016-12-13 00:00:00,5595.04,"VV TOP s.r.o.",49977202
T004/16V/00046105,"Nákup sbírkových předmětů",2016-12-05 12:31:43.397,2016-12-13 00:00:00,25619.83,"Aeroklub Točná z.s.",199907
T004/16V/00047072,"Dílčí plnění č. 23 k RS00008317 - Servis, opravy a údržba osobních vozidel VZ 6848/05Praha.",2016-12-12 13:31:20.085,2016-12-13 00:00:00,6767.10,"Pavel ŠKUBNÍK",71650768
T004/16V/00047075,"PS 0412 - Havárie - Oprava zemního vedení VN 22 kV",2016-12-12 13:41:21.437,2016-12-13 00:00:00,275649.00,"ELTODO, a.s.",45274517
T004/16V/00037944," Nákup alkalických baterií",2016-10-13 09:50:32.583,2016-12-13 00:00:00,4091.00,"Erika Buňatová",70139229
T004/16V/00047196,"RS - Laboratorní veterinární vyšetření vzorků zvěře u SVÚ v období od 15.9.2016-15.8.2017.",2016-12-13 10:26:14.595,2016-12-13 00:00:00,2755.00,"Státní veterinární ústav Praha",19305
T004/16V/00042416,"RD - Odběr PHM prostřednictvím odběrových karet na r. 2017",2016-11-08 12:16:54.002,2016-12-13 00:00:00,280000.00,,
T004/16V/00043849,"Sportovní vybavení",2016-11-16 14:44:13.549,2016-12-13 00:00:00,51660.00,"Mgr. Jiří Holubář",61211290
T004/16V/00047211,"RS - Laboratorní veterinární vyšetření vzorků zvěře u SVÚ v období od 15.9.2016-15.8.2017.",2016-12-13 11:23:41.166,2016-12-13 00:00:00,1180.00,"Státní veterinární ústav Praha",19305
T004/16V/00047212,"dílčí plnění - oprava techniky T-815  VPZ 369-45-10",2016-12-13 11:29:49.725,2016-12-13 00:00:00,15186.00,"DS Správa servisů, s.r.o.",47150602
T004/16V/00047220,"Oprava Š-Fabia 1,6 TDI",2016-12-13 11:57:03.4,2016-12-13 00:00:00,46694.21,"RAL PNEU s.r.o.",26829941
T004/16V/00047244,"BO - stanů TPE 6004-4",2016-12-13 13:46:21.244,2016-12-13 00:00:00,113248.76,"Ing. Eva Hesková",1133799
T004/16V/00047254,"Nákup spotřebního zdravotnického materiálu - urgent",2016-12-13 14:15:33.831,2016-12-13 00:00:00,39536.00,"Stamed s.r.o.",29161941
T004/16V/00044221,"Osobní ochranné pracovní prostředky",2016-11-21 18:52:00.588,2016-12-13 00:00:00,43800.00,"Michal Celar",68470614
T004/16V/00043795,"Lékařské učebnice",2016-11-16 13:03:04.424,2016-12-13 00:00:00,16962.73,"Bookretail s.r.o.",24824232
T004/16V/00046930,"Výzva k plnění č. 1 - objednávka na lůžkoviny",2016-12-10 06:51:03.262,2016-12-13 00:00:00,194578.00,"Apextextil s.r.o.",27088421
T004/16V/00047507,"DV-Opravy zubních souprav OMS a SMILE CHARM",2016-12-15 12:28:57.599,2016-12-13 00:00:00,6638.02,"4Dent s.r.o.",29079314
T004/16V/00047857,"DV-Léčiva a zdravotnický materiál",2016-12-20 10:18:50.995,2016-12-13 00:00:00,33706.14,"Angis plus s.r.o.",26951223
T004/16V/00040001,"Praha, Juliska - parkovací plochy s oplocením - rekonstrukce a přestavba turniketů na vrátnici - PD",2016-10-24 16:09:04.291,2016-12-13 00:00:00,346600.00,"AMMBRA PROJEKT s.r.o.",28980131
T004/16V/00046696,"Nákup aktivních reproboxů",2016-12-08 14:20:52.897,2016-12-12 00:00:00,19600.00,"Marian Veselý",65800435
T004/16V/00044088,"DP Nákup medicinálního plynu č.26, plnění z RS  na rok 2016",2016-11-21 11:14:21.499,2016-12-12 00:00:00,2050.00,"SIAD Czech spol. s r.o.",48117153
T004/16V/00046236,"6.dílčí plnění  RS - STK a ME 2016",2016-12-06 08:31:31.318,2016-12-12 00:00:00,1115.70,"DISKARD - STK spol. s r.o.,",65411773
T004/16V/00046783,"Z předlohy: Výzva k poskytnutí plnění č. 8 - Praní prádla v roce 2016.",2016-12-09 08:58:10.674,2016-12-12 00:00:00,1332.00,"Prádelna DUHA - Aktivní život o.p.s.",28750969
T004/16V/00046532,"DP - výzva k plnění RS - Praní zdravotnického prádla a chemické čištění  v roce 2016 pro VZ 6848 Hradec Králové a VZ 684802 Hradec Králové",2016-12-07 14:25:46.801,2016-12-12 00:00:00,2294.00,"AD 7, spol. s r.o.",25598074
T004/16V/00046531,"DP - výzva k plnění RS - odběrové karty PHM  ",2016-12-07 14:20:13.022,2016-12-12 00:00:00,5785.12,"CCS Česká společnost pro platební karty s.r.o.",27916693
T004/16V/00047154,"Objednávka č.24 - Opravy a údržba motorových vozidel kategorie N2, N3 a přívěsných vozidel kategorie O1 a O2",2016-12-13 06:45:17.441,2016-12-12 00:00:00,37190.00,"J plus Z servis, s.r.o. Křoví",26901161
T004/16V/00044533," VP Mytí vojenských autobusů - prosinec 2016",2016-11-23 11:16:56.072,2016-12-12 00:00:00,2370.00,"Volvo Group Czech Republic, s.r.o.",61055239
T004/16V/00043784,"Nákup stomatologického spotřebního materiálu (2016/6)",2016-11-16 12:28:18.93,2016-12-12 00:00:00,23002.81,"Dentamed (ČR) spol. s r.o.",25083163
T004/16V/00046327,"PS 0016 - Havárie ohřevu TUV ve výměníkové stanici",2016-12-06 12:19:09.076,2016-12-12 00:00:00,20039.00,"PSP PLUS, s.r.o.",25063707
T004/16V/00044534,"VP Mytí  Vojenské techniky - prosinec 2016",2016-11-23 11:17:15.089,2016-12-12 00:00:00,3950.00,"Volvo Group Czech Republic, s.r.o.",61055239
T004/16V/00044549,"Nákup sbírkových předmětů",2016-11-23 12:06:44.618,2016-12-12 00:00:00,110000.00,"Radovan Helt",0
T004/16V/00044164,"Akumulátory do techniky AVZdr - druhé zadání",2016-11-21 13:23:38.998,2016-12-12 00:00:00,74420.00,"SKARAB, s.r.o.",25857631
T004/16V/00046859,"Nákup technických plynů a nájem tlakových lahví - dílčí plnění č.44",2016-12-09 11:46:34.839,2016-12-12 00:00:00,500.00,"SIAD Czech spol. s r.o.",48117153
T004/16V/00046860,"Nákup technických plynů a nájem tlakových lahví - dílčí plnění č.45",2016-12-09 11:47:10.255,2016-12-12 00:00:00,500.00,"SIAD Czech spol. s r.o.",48117153
T004/16V/00046861,"Nákup technických plynů a nájem tlakových lahví - dílčí plnění č.46",2016-12-09 11:47:35.5,2016-12-12 00:00:00,500.00,"SIAD Czech spol. s r.o.",48117153
T004/16V/00046865,"Objednávka č. 53 - Stěhovací služby",2016-12-09 12:06:38.878,2016-12-12 00:00:00,22080.00,"VV TOP s.r.o.",49977202
T004/16V/00040129,"DS: Nákup stravovacích poukázek 2017",2016-10-25 10:26:10.069,2016-12-12 00:00:00,1062600.00,"Edenred CZ s.r.o.",24745391
T004/16V/00046831,"Přeprava osob a nákladu motorovým vozidlem kategorie M3 pro Univerzitu obrany 2016-2017 dílčí plnění č. 76",2016-12-09 10:38:10.862,2016-12-12 00:00:00,4958.68,"DOPAZ s.r.o.",60701200
T004/16V/00044992,"Nákup laboratorního materiálu pro molekulární biologii v rámci bezpečnostního programu věda-výzkum.",2016-11-27 11:39:13.365,2016-12-12 00:00:00,11458.48,"Fisher Scientific spol. s r.o.",45539928
T004/16V/00046878,"Přeprava osob a nákladu motorovým vozidlem kategorie M3 pro Univerzitu obrany 2016-2017 dílčí plnění č. 77",2016-12-09 12:56:12.555,2016-12-12 00:00:00,6611.57,"DOPAZ s.r.o.",60701200
T004/16V/00047098,"Spotřební materiál pro tiskárny dílčí plnění č. 35",2016-12-12 14:29:01.274,2016-12-12 00:00:00,4212.00,"C SYSTEM CZ a.s.",27675645
T004/16V/00045565,"DP Zabezpečení přeprav osob autobusem",2016-11-30 14:35:07.253,2016-12-12 00:00:00,12396.00,"DOPAZ s.r.o.",60701200
T004/16V/00044894,"PS 0014 Havárie - oprava okapu objektu VZÚ, Rooseveltova 620/23, Praha 6.",2016-11-25 10:04:12.804,2016-12-12 00:00:00,9430.00,"LIMET Praha, spol. s r.o.",25095706
T004/16V/00046888,"DP - dílčí plnění - Chemická světla pro profesionální použití - do 15.12.2016 - II",2016-12-09 13:07:46.788,2016-12-12 00:00:00,375390.91,"HAPPY END CZ, a.s.",25649761
T004/16V/00046533,"DP - Výzva k plnění RS - Praní zdravotnického prádla v roce 2016 pro  VZ 684802 Hradec Králové - pracoviště Liberec",2016-12-07 14:26:01.033,2016-12-12 00:00:00,1412.60,"PRAVO s.r.o.",28142292
T004/16V/00044661,"Nákup služby potisku propisovacích per reklamním nápisem oficiálních webových stránek pro nábor do ozbrojených sil ČR",2016-11-24 08:25:24.894,2016-12-12 00:00:00,14000.00,"REKLAMA CENTRUM, spol. s r.o.",17047692
T004/16V/00044292,"Nákup knih",2016-11-22 09:17:30.862,2016-12-12 00:00:00,11141.80,"ORION knihy - hudba s.r.o.",26078724
T004/16V/00044538,"Programování, opravy řídících systémů a opravy, instalace AV techniky na centrálních zařízeních/učebnách UO",2016-11-23 11:26:54.409,2016-12-12 00:00:00,405563.00,,
T004/16V/00046573,"Dodávka hygienických potřeb do zásobníků (Kimberly-Clark, Aqua, Tork)",2016-12-08 06:18:45.316,2016-12-12 00:00:00,17670.00,"Jan Kilian",75263556
T004/16V/00045174,"Trezory",2016-11-28 14:34:43.081,2016-12-12 00:00:00,163100.00,"KLÍČE - ZÁMKY - TREZORY   Urbanec a spol., s.r.o.",19010729
T004/16V/00046947,"CHEMICKÁ SVĚTLA - Objednávka č. 02",2016-12-12 07:08:35.64,2016-12-12 00:00:00,418300.00,"HAPPY END CZ, a.s.",25649761
T004/16V/00043435,"Revize RHP",2016-11-15 06:57:32.885,2016-12-12 00:00:00,20440.00,"Jiří Zámečník",46689133
T004/16V/00043074,"Nákup sbírkových předmětů",2016-11-11 10:54:52.868,2016-12-12 00:00:00,66115.70,"Město Letovice",280518
T004/16V/00047056,"RS-Opravy, servisní prohlídky, ME, STK a pneu práce na vozidle ŠKODA u VVS Hranice na Moravě.",2016-12-12 12:29:24.163,2016-12-12 00:00:00,4558.00,"Jiří Dolejš - Autoopravna",10641785
T004/16V/00046985,"Objednávka č. 31- Oprava a údržba autobusů na základě centrální smlouvy",2016-12-12 09:19:01.442,2016-12-12 00:00:00,38512.40,"TEZAS servis a.s.",24765180
T004/16V/00043667,"Nákup podlážek pod stan-plastových dlaždic",2016-11-16 08:01:22.892,2016-12-12 00:00:00,620.00,,
T004/16V/00039409,"Outdoorový závod ""KRKOMEN 2016",2016-10-20 14:53:01.333,2016-12-12 00:00:00,41250.00,"Petr Bárta",62888595
T004/16V/00044961,"Zabezpečení občerstvení na společenskou akci pořádanou velitelem 43.vpr při příležitosti ukončení roku",2016-11-25 13:46:10.317,2016-12-12 00:00:00,15566.08,"ARAMARK s.r.o.",45794707
T004/16V/00045229,"PS 0014 Havárie - oprava vstupních dveří do budovy SUMO v objektu Generála Píky, Generála Píky 229/1, Praha 6.",2016-11-29 07:33:52.338,2016-12-12 00:00:00,6460.00,"T O P O , s.r.o.",60472391
T004/16V/00046084,"Nákup sbírkových předmětů",2016-12-05 11:27:37.727,2016-12-12 00:00:00,150000.00,"Aeroklub Točná z.s.",199907
T004/16V/00046085,"Nákup sbírkových předmětů",2016-12-05 11:35:47.269,2016-12-12 00:00:00,190000.00,"Ing. Vít Polák",0
T004/16V/00046092,"Nákup sbírkových předmětů",2016-12-05 12:04:44.802,2016-12-12 00:00:00,13500.00,"Jindřiška Litomiská",0
T004/16V/00046089,"Nákup sbírkových předmětů",2016-12-05 11:59:31.858,2016-12-12 00:00:00,190000.00,"Petr Novosad",0
T004/16V/00046100,"Nákup sbírkových předmětů",2016-12-05 12:17:56.167,2016-12-12 00:00:00,10000.00,"Tomáš Karl",0
T004/16V/00046107,"Nákup sbírkových předmětů",2016-12-05 12:38:46.829,2016-12-12 00:00:00,16500.00,"Lukáš Vejnar",0
T004/16V/00043714,"Dodávka zdravotnického materiálu - dezinfekční prostředky",2016-11-16 09:45:47.564,2016-12-12 00:00:00,3940.00,"Jan Kilian",75263556
T004/16V/00047192,"výzva č. 1129 - lyžařské vosky MAPLUS",2016-12-13 10:15:37.902,2016-12-12 00:00:00,29851.24,"Ivana Fousková",86999745
T004/16V/00047193,"výzva č. 1130 - lyžařské vosky REX",2016-12-13 10:19:55.162,2016-12-12 00:00:00,4164.00,"Mgr. Ing. Jaroslav Knápek",87351145
T004/16V/00044290,"PS 0517 - Svoz a likvidace odpadů - kasárna Dobruška, 6440-0517-2016-201",2016-11-22 09:13:19.772,2016-12-12 00:00:00,60004.16,"Marius Pedersen a.s.",42194920
T004/16V/00044064,"PS 0401 - Provádění údržby hřiště sportovního areálu Liberec, 6440-0401-2016-121",2016-11-21 10:26:17.007,2016-12-12 00:00:00,396550.00,"ISS Facility Services s.r.o.",60470291
T004/16V/00046931,"Mycí pasta na ruce",2016-12-10 06:54:06.427,2016-12-12 00:00:00,6031.74,"KARFO velkoobchod s.r.o.",26872382
T004/16V/00047364,"Dílčí plnění - Praní a chemické čištění prádla a vojenské výstroje - prosinec 2016",2016-12-14 12:17:18.273,2016-12-12 00:00:00,826.45,"KATEV spol. s r.o.",25196332
T004/16V/00044800,"Anete 2017",2016-11-24 14:54:56.885,2016-12-12 00:00:00,56205.00,,
T004/16V/00046781,"obj.č. 2 -RS - Opravy a servis zdvihacích a manipulačních zařízení",2016-12-09 08:55:42.266,2016-12-12 00:00:00,137748.00,"Vladimír Jůza",41907213
T004/16V/00047634,"22.dílčí plnění - RS - Převzetí odpadů jinou oprávněnou osobou a odstranění odpadů kategorie „OSTATNÍ“ ze stravovacího zařízení v roce 2016",2016-12-16 11:26:30.347,2016-12-12 00:00:00,5130.00,"A.P.E. s.r.o.",25748777
T004/16V/00043755,"Nákup dýchacích přístrojů pro hasiče",2016-11-16 11:29:11.746,2016-12-12 00:00:00,198000.00,"Dräger Safety s.r.o.",26700778
T004/16V/00048158,"DP č. 10 k RS00009035 - servisní úkon: demontáž a zpětna montáž  OMS UNIVERSAL v. č. 2006Q057",2016-12-27 09:10:28.235,2016-12-12 00:00:00,7932.00,"Roman Macko",76357317
T004/16V/00041213,"Kontrola přístroje a výměna filtrů - autokláv Fedegari",2016-11-01 15:03:04.589,2016-12-12 00:00:00,47100.00,"UNIPRO - ALPHA C.S., spol. s r.o.",26435357
T004/16V/00041418,"Nákup sbírkových předmětů",2016-11-02 13:32:07.095,2016-12-12 00:00:00,46000.00,"Radovan Helt",0
T004/16V/00046591,"Oprava motocyklu",2016-12-08 08:09:18.816,2016-12-10 00:00:00,10315.00,"JIROMOTO s.r.o.",27527441
T004/16V/00046592," Oprava motocyklu",2016-12-08 08:09:44.056,2016-12-10 00:00:00,9766.00,"JIROMOTO s.r.o.",27527441
T004/16V/00046593," Oprava motocyklu",2016-12-08 08:10:02.703,2016-12-10 00:00:00,3856.00,"JIROMOTO s.r.o.",27527441
T004/16V/00046594," Oprava motocyklu",2016-12-08 08:10:18.594,2016-12-10 00:00:00,2332.00,"JIROMOTO s.r.o.",27527441
T004/16V/00046596," Oprava motocyklu",2016-12-08 08:10:35.463,2016-12-10 00:00:00,1170.00,"JIROMOTO s.r.o.",27527441
T004/16V/00042563,"Nákup lepidel",2016-11-09 08:31:08.073,2016-12-10 00:00:00,3900.00,"CHEM-BAR s.r.o.",25069233
T004/16V/00046178,"6. dílčí plnění - RS Provádění servisních prací, oprav a údržba vozidel značky Škoda",2016-12-05 14:57:55.563,2016-12-09 00:00:00,35130.57,"Pavel ŠKUBNÍK",71650768
T004/16V/00034379,"Nákup drobného dílenského nářadí",2016-09-21 14:47:43.727,2016-12-09 00:00:00,19730.00,,
T004/16V/00046711,"Praní a chemické čištění prádla - č. 174",2016-12-08 15:05:23.652,2016-12-09 00:00:00,607.40,"IP - TRADING, s. r. o.",63496887
T004/16V/00046714,"Praní a chemické čištění prádla - č. 173",2016-12-08 15:07:26.313,2016-12-09 00:00:00,1141.60,"IP - TRADING, s. r. o.",63496887
T004/16V/00044686,"Technická kontrola izolační komory  IsoArk ",2016-11-24 09:21:22.853,2016-12-09 00:00:00,15000.00,"MORAMEDICA SE",29033811
T004/16V/00042838," RD - Nákup jutových terčů pro období listopad 2016-duben 2018",2016-11-10 09:27:03.759,2016-12-09 00:00:00,251700.00,,
T004/16V/00046775,"Opravy osobních vozidel v roce 2016 - 19.DP",2016-12-09 07:45:13.571,2016-12-09 00:00:00,2500.00,"J plus Z servis, s.r.o. Křoví",26901161
T004/16V/00046446,"Dílčí plnění z RSoD ev. č. 8/46/20/2016-1373, obj. č. 408/2016  (Š+VW)",2016-12-07 09:22:28.987,2016-12-09 00:00:00,2553.71,"SAN plus spol. s r.o.",62240129
T004/16V/00046317,"PS 0104 - Havárie - oprava vyhořelého rozvaděče v přízemí Starého zámku",2016-12-06 11:25:26.692,2016-12-09 00:00:00,16005.00,"Jiří Škoch",67645887
T004/16V/00044635,"Oprava vozidla Škoda Octavia",2016-11-24 07:25:13.947,2016-12-09 00:00:00,10743.80,"Josef Hrnčíř",87714868
T004/16V/00046651,"DP20 - běžné opravy a servisní údržby vozidel typové řady Tatra T815",2016-12-08 11:04:45.677,2016-12-09 00:00:00,44874.00,"OLOMOUCKÁ DOPRAVNÍ s.r.o.",27778479
T004/16V/00046652,"DP21 - běžné opravy a servisní údržby vozidel typové řady Tatra T815",2016-12-08 11:04:53.698,2016-12-09 00:00:00,2016.00,"OLOMOUCKÁ DOPRAVNÍ s.r.o.",27778479
T004/16V/00029383,"PS 0320 - Demolice stavebních objektů ve vojenském arálu Nové Mitrovice",2016-08-17 14:21:28.034,2016-12-09 00:00:00,1378710.16,"BIGGEST s.r.o.",26080630
T004/16V/00044634,"Kvalifikační kurz - sanitář",2016-11-24 07:24:12.658,2016-12-09 00:00:00,12396.70,"Střední škola zdravotnická a sociální Ústí nad Orlicí",498874
